"titel";"titel_key";"online_tijdsaspect";"categorie";"externe_id";"datum";"adres";"postcode";"omschrijving";"locatie";"website";"plaats";"textafbeelding";"email";"telefoonnummer";"custom_color";"custom_icon";"custom_extra_title";"iconen_id";"date_created";"date_modified";"datum_eind";"type";"instelling";"straat";"huisnummer";"postcode_2";"plaats_2";"telefoonnummer_2";"fax";"internet";"e-mail"
"Dental Clinic de Aker";"dental_clinic_de_aker";"1";"303";"";"0000-00-00 00:00:00";"Valutaboulevard 38";"1060RX";"";"POINT(4.78872836132963 52.3477864328661)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:27";"2016-06-28 12:30:27";"0000-00-00 00:00:00";"Tandarts";"Dental Clinic de Aker";"Valutaboulevard";"38";"1060RX";"Amsterdam";"020 610 7877";"020 610 7765";"http://www.beaudent.nl";""
"Dental Factory";"dental_factory";"1";"303";"";"0000-00-00 00:00:00";"Jan van Galenstraat 171";"1056BS";"";"POINT(4.85514654092931 52.3740512943085)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:27";"2016-06-28 12:30:27";"0000-00-00 00:00:00";"Tandarts";"Dental Factory";"Jan van Galenstraat";"171";"1056BS";"Amsterdam";"020 618 0074";"";"http://www.dentalfactory.nl";"receptie@dentalfactory.nl"
"DentalZorg";"dentalzorg";"1";"303";"";"0000-00-00 00:00:00";"Distelplein 16";"1031XH";"";"POINT(4.90927563855883 52.3917182471739)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:27";"2016-06-28 12:30:27";"0000-00-00 00:00:00";"Tandarts";"DentalZorg";"Distelplein";"16";"1031XH";"Amsterdam";"020 635 2666";"";"http://www.dentalzorg.nl";""
"DentalZorg";"dentalzorg_1";"1";"303";"";"0000-00-00 00:00:00";"Kamperfoelieweg 9";"1032HD";"";"POINT(4.9138356311911 52.3939205605819)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:28";"2016-06-28 12:30:28";"0000-00-00 00:00:00";"Tandarts";"DentalZorg";"Kamperfoelieweg";"9";"1032HD";"Amsterdam";"020 635 2666";"";"http://www.dentalzorg.nl";""
"Gezondheidscentrum Sanitas";"gezondheidscentrum_sanitas_1";"1";"303";"";"0000-00-00 00:00:00";"Bos en Lommerweg 357";"1061DH";"";"POINT(4.84162458096214 52.378045152529)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:28";"2016-06-28 12:30:28";"0000-00-00 00:00:00";"Tandarts";"Gezondheidscentrum Sanitas";"Bos en Lommerweg";"357";"1061DH";"Amsterdam";"020 782 0022";"020 475 1989";"http://www.sanitas.nl";"bosenlommer@sanitas.nl"
"Implantologie Amsterdam";"implantologie_amsterdam";"1";"303";"";"0000-00-00 00:00:00";"Stadionweg 35";"1077RW";"";"POINT(4.87744376477636 52.3467367789346)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:28";"2016-06-28 12:30:28";"0000-00-00 00:00:00";"Tandarts";"Implantologie Amsterdam";"Stadionweg";"35";"1077RW";"Amsterdam";"020 670 0440";"020 670 9161";"http://www.implantologieamsterdam.nl";""
"Ivory & Ivory";"ivory_ivory";"1";"303";"";"0000-00-00 00:00:00";"Reguliersgracht 142";"1017LZ";"";"POINT(4.89619113791095 52.359434829011)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:28";"2016-06-28 12:30:28";"0000-00-00 00:00:00";"Tandarts";"Ivory & Ivory";"Reguliersgracht";"142";"1017LZ";"Amsterdam";"020 626 0289";"";"http://www.ivory-ivory.nl";"amsterdam@ivory-ivory.nl"
"Kesseler | Lock kliniek tandheelkunde en implantologie";"kesseler_lock_kliniek_tandheelkunde_en_implantologie";"1";"303";"";"0000-00-00 00:00:00";"Egelenburg 152";"1081GK";"";"POINT(4.86364228635915 52.3285930978949)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:28";"2016-06-28 12:30:28";"0000-00-00 00:00:00";"Tandarts";"Kesseler | Lock kliniek tandheelkunde en implantologie";"Egelenburg";"152";"1081GK";"Amsterdam";"020 644 9921";"";"http://www.implantologie.nl";"info@implantologie.nl"
"Kliniek Amsterdamse Tandartsen";"kliniek_amsterdamse_tandartsen";"1";"303";"";"0000-00-00 00:00:00";"Wielingenstraat 30c";"1078KL";"";"POINT(4.88774125441963 52.3445696931243)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:28";"2016-06-28 12:30:28";"0000-00-00 00:00:00";"Tandarts";"Kliniek Amsterdamse Tandartsen";"Wielingenstraat";"30c";"1078KL";"Amsterdam";"020 662 3445";"";"http://www.kliniekamsterdamsetandartsen.nl";"info@kliniekamsterdamsetandartsen.nl"
"Kliniek voor Cosmetische Tandheelkunde (KCT) Amsterdam Zuid";"kliniek_voor_cosmetische_tandheelkunde_kct_amsterdam_zuid";"1";"303";"";"0000-00-00 00:00:00";"Pieter Baststraat 21";"1071TV";"";"POINT(4.88509407408915 52.3528541916222)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:28";"2016-06-28 12:30:28";"0000-00-00 00:00:00";"Tandarts";"Kliniek voor Cosmetische Tandheelkunde (KCT) Amsterdam Zuid";"Pieter Baststraat";"21";"1071TV";"Amsterdam";"020 662 3914";"";"http://www.kctamsterdamzuid.nl";"info@kctamsterdamzuid.nl"
"Kliniek voor Parodontologie";"kliniek_voor_parodontologie";"1";"303";"";"0000-00-00 00:00:00";"Weerdestein 117";"1083GH";"";"POINT(4.88919512175993 52.3300875270267)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:28";"2016-06-28 12:30:28";"0000-00-00 00:00:00";"Tandarts";"Kliniek voor Parodontologie";"Weerdestein";"117";"1083GH";"Amsterdam";"020 646 0727";"";"http://www.kvpa.nl";""
"Lassus Tandartsen Keizersgracht";"lassus_tandartsen_keizersgracht";"1";"303";"";"0000-00-00 00:00:00";"Keizersgracht 132";"1015CW";"";"POINT(4.8866459210696 52.3766333022496)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:28";"2016-06-28 12:30:28";"0000-00-00 00:00:00";"Tandarts";"Lassus Tandartsen Keizersgracht";"Keizersgracht";"132";"1015CW";"Amsterdam";"020 422 1912";"";"www.lassustandartsen.nl";""
"Lassus, Amsterdamse praktijk voor tandheelkunde";"lassus_amsterdamse_praktijk_voor_tandheelkunde";"1";"303";"";"0000-00-00 00:00:00";"Lassusstraat 9";"1075GV";"";"POINT(4.86603193629433 52.3524751995334)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:29";"2016-06-28 12:30:29";"0000-00-00 00:00:00";"Tandarts";"Lassus, Amsterdamse praktijk voor tandheelkunde";"Lassusstraat";"9";"1075GV";"Amsterdam";"020 471 3137";"";"http://www.lassustandartsen.nl";"info@lassustandartsen.nl"
"M9 Tandheelkunde";"m9_tandheelkunde";"1";"303";"";"0000-00-00 00:00:00";"Memlingstraat 9";"1077LP";"";"POINT(4.8747938263093 52.3499968819164)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:29";"2016-06-28 12:30:29";"0000-00-00 00:00:00";"Tandarts";"M9 Tandheelkunde";"Memlingstraat";"9";"1077LP";"Amsterdam";"020 673 8114";"";"http://www.tandheelkundem9.nl";"info@tandheelkundem9.nl"
"Maasstraat Tandartspraktijk";"maasstraat_tandartspraktijk";"1";"303";"";"0000-00-00 00:00:00";"Maasstraat 17";"1078HB";"";"POINT(4.89540040375137 52.3473340454695)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:29";"2016-06-28 12:30:29";"0000-00-00 00:00:00";"Tandarts";"Maasstraat Tandartspraktijk";"Maasstraat";"17";"1078HB";"Amsterdam";"020 675 4090";"";"http://www.tpmaasstraat.nl";"info@tpmaasstraat.nl"
"Medical Dent Esthetics";"medical_dent_esthetics";"1";"303";"";"0000-00-00 00:00:00";"Sumatrakade 1483b";"1019RS";"";"POINT(4.92350103441104 52.3795942655172)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:29";"2016-06-28 12:30:29";"0000-00-00 00:00:00";"Tandarts";"Medical Dent Esthetics";"Sumatrakade";"1483b";"1019RS";"Amsterdam";"020 418 3630";"";"http://medicaldentesthetics.nl";"info@medicaldentesthetics.nl"
"Mekenkamp Mondhygiënisten en Tandartsen";"mekenkamp_mondhygienisten_en_tandartsen";"1";"303";"";"0000-00-00 00:00:00";"Michelangelostraat 66";"1077CG";"";"POINT(4.87115440051015 52.3461702572077)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:29";"2016-06-28 12:30:29";"0000-00-00 00:00:00";"Tandarts";"Mekenkamp Mondhygiënisten en Tandartsen";"Michelangelostraat";"66";"1077CG";"Amsterdam";"020 618 2469";"020 685 0609";"http://www.mekenkamp.tandartsennet.nl";"info@mekenkamptandartsen.nl"
"Mondzorg Centrum Nieuw Sloten";"mondzorg_centrum_nieuw_sloten";"1";"303";"";"0000-00-00 00:00:00";"Ottho Heldringstraat 25";"1066XT";"";"POINT(4.83263688965929 52.349195696438)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:29";"2016-06-28 12:30:29";"0000-00-00 00:00:00";"Tandarts";"Mondzorg Centrum Nieuw Sloten";"Ottho Heldringstraat";"25";"1066XT";"Amsterdam";"020 737 1782";"";"http://www.mondzorgcentrum-amsterdam.nl";"info@mondzorgcentrum-amsterdam.nl"
"Mondzorgpraktijk De Gezonde Lach, praktijk voor tandheelkunde en mondhygiëne";"mondzorgpraktijk_de_gezonde_lach_praktijk_voor_tandheelkunde_en_mondhygiene";"1";"303";"";"0000-00-00 00:00:00";"De Clercqstraat 24";"1052NE";"";"POINT(4.87169798702998 52.3713922438376)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:29";"2016-06-28 12:30:29";"0000-00-00 00:00:00";"Tandarts";"Mondzorgpraktijk De Gezonde Lach, praktijk voor tandheelkunde en mondhygiëne";"De Clercqstraat";"24";"1052NE";"Amsterdam";"020 331 5119";"";"http://www.degezondelach.com";""
"Nieuwe Tandarts Groepspraktijk Rooseveltlaan (NTGR)";"nieuwe_tandarts_groepspraktijk_rooseveltlaan_ntgr";"1";"303";"";"0000-00-00 00:00:00";"Rooseveltlaan 118";"1078NP";"";"POINT(4.89893453475036 52.3441713089915)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:29";"2016-06-28 12:30:29";"0000-00-00 00:00:00";"Tandarts";"Nieuwe Tandarts Groepspraktijk Rooseveltlaan (NTGR)";"Rooseveltlaan";"118";"1078NP";"Amsterdam";"020 664 2331";"";"http://www.ntgr.nl";"info@ntgr.nl"
"Omnivor Tandzorg en Implantologie";"omnivor_tandzorg_en_implantologie";"1";"303";"";"0000-00-00 00:00:00";"Weteringstraat 17";"1017SL";"";"POINT(4.88907275318351 52.3619216550757)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:30";"2016-06-28 12:30:30";"0000-00-00 00:00:00";"Tandarts";"Omnivor Tandzorg en Implantologie";"Weteringstraat";"17";"1017SL";"Amsterdam";"020 626 8073";"020 627 8829";"http://www.omnivor.com";""
"Oostdent Tandheelkundig Centrum";"oostdent_tandheelkundig_centrum";"1";"303";"";"0000-00-00 00:00:00";"Makassarstraat 151a";"1095SV";"";"POINT(4.94343024371081 52.3639623938952)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:30";"2016-06-28 12:30:30";"0000-00-00 00:00:00";"Tandarts";"Oostdent Tandheelkundig Centrum";"Makassarstraat";"151a";"1095SV";"Amsterdam";"020 463 2489";"";"http://www.oostdent.nl";"info@oostdent.nl"
"Parodontologie Praktijk Amsterdam";"parodontologie_praktijk_amsterdam";"1";"303";"";"0000-00-00 00:00:00";"Van Limburg Stirumstraat 2a";"1051BB";"";"POINT(4.87487019261771 52.3853369622645)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:30";"2016-06-28 12:30:30";"0000-00-00 00:00:00";"Tandarts";"Parodontologie Praktijk Amsterdam";"Van Limburg Stirumstraat";"2a";"1051BB";"Amsterdam";"020 486 4040";"";"http://www.paropraktijk.com";"info@paropraktik.com"
"Praktijk voor Kindertandheelkunde";"praktijk_voor_kindertandheelkunde";"1";"303";"";"0000-00-00 00:00:00";"Jan Tooropstraat 164";"1061AE";"";"POINT(4.83918907440114 52.3712642152256)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:30";"2016-06-28 12:30:30";"0000-00-00 00:00:00";"Tandarts";"Praktijk voor Kindertandheelkunde";"Jan Tooropstraat";"164";"1061AE";"Amsterdam";"020 679 8671";"";"http://www.kindertand.nl";""
"Praktijk voor Kindertandheelkunde";"praktijk_voor_kindertandheelkunde_1";"1";"303";"";"0000-00-00 00:00:00";"Milletstraat 28";"1077ZE";"";"POINT(4.87002505800183 52.3461114010189)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:30";"2016-06-28 12:30:30";"0000-00-00 00:00:00";"Tandarts";"Praktijk voor Kindertandheelkunde";"Milletstraat";"28";"1077ZE";"Amsterdam";"020 679 8671";"";"http://www.kindertand.nl";""
"Praktijk voor Kindertandheelkunde";"praktijk_voor_kindertandheelkunde_2";"1";"303";"";"0000-00-00 00:00:00";"Olympiaplein 54";"1076AE";"";"POINT(4.86431311249455 52.3501128245345)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:30";"2016-06-28 12:30:30";"0000-00-00 00:00:00";"Tandarts";"Praktijk voor Kindertandheelkunde";"Olympiaplein";"54";"1076AE";"Amsterdam";"020 570 7500";"";"http://www.kindertand.nl";""
"Praktijk voor Tandheelkunde en Implantologie Huizingalaan";"praktijk_voor_tandheelkunde_en_implantologie_huizingalaan";"1";"303";"";"0000-00-00 00:00:00";"Johan Huizingalaan 122";"1065JE";"";"POINT(4.82687409425082 52.3604122706958)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:30";"2016-06-28 12:30:30";"0000-00-00 00:00:00";"Tandarts";"Praktijk voor Tandheelkunde en Implantologie Huizingalaan";"Johan Huizingalaan";"122";"1065JE";"Amsterdam";"020 615 2768";"";"http://www.tandartshuizingalaan.nl";"info@tandartshuizingalaan.nl"
"Promident tandtechnisch laboratorium";"promident_tandtechnisch_laboratorium";"1";"303";"";"0000-00-00 00:00:00";"Meer en Vaart 328";"1068LG";"";"POINT(4.80844943689224 52.3570880210496)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:30";"2016-06-28 12:30:30";"0000-00-00 00:00:00";"Tandarts";"Promident tandtechnisch laboratorium";"Meer en Vaart";"328";"1068LG";"Amsterdam";"020 619 0514";"";"http://www.promident.nl/";"info@promident.nl"
"Qyom tandartsengroep Amsterdam";"qyom_tandartsengroep_amsterdam";"1";"303";"";"0000-00-00 00:00:00";"Willemsstraat 24";"1015JD";"";"POINT(4.88497642199573 52.3814076906528)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:30";"2016-06-28 12:30:30";"0000-00-00 00:00:00";"Tandarts";"Qyom tandartsengroep Amsterdam";"Willemsstraat";"24";"1015JD";"Amsterdam";"020 623 5550";"020 420 7184";"http://www.qyom.nl";"info@qyom.nl"
"Rivierenbuurt, tandartspraktijk en tandtechnische praktijk";"rivierenbuurt_tandartspraktijk_en_tandtechnische_praktijk";"1";"303";"";"0000-00-00 00:00:00";"Bernissestraat 12a";"1079ZW";"";"POINT(4.89839020776338 52.3423762019779)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:30";"2016-06-28 12:30:30";"0000-00-00 00:00:00";"Tandarts";"Rivierenbuurt, tandartspraktijk en tandtechnische praktijk";"Bernissestraat";"12a";"1079ZW";"Amsterdam";"020 642 7255";"";"http://www.tandartsrivierenbuurt.nl";""
"SBT Kliniek Bijzondere Tandheelkunde";"sbt_kliniek_bijzondere_tandheelkunde_1";"1";"303";"";"0000-00-00 00:00:00";"GustavMahlerlaan 3004";"1081LA";"";"POINT(4.86133764760186 52.33615060552)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:30";"2016-06-28 12:30:30";"0000-00-00 00:00:00";"Tandarts";"SBT Kliniek Bijzondere Tandheelkunde";"GustavMahlerlaan";"3004";"1081LA";"Amsterdam";"020 598 0450";"";"http://www.sbt.nl";"info@sbt.nl"
"Syrec Tandartsengroep";"syrec_tandartsengroep";"1";"303";"";"0000-00-00 00:00:00";"Koningin Wilhelminaplein 13";"1062HH";"";"POINT(4.84112747323809 52.3545559398082)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:31";"2016-06-28 12:30:31";"0000-00-00 00:00:00";"Tandarts";"Syrec Tandartsengroep";"Koningin Wilhelminaplein";"13";"1062HH";"Amsterdam";"020 617 0151";"";"http://www.syrec.nl";"tandarts@syrec.nl"
"Tandartsen aan de Herengracht (TADH)";"tandartsen_aan_de_herengracht_tadh";"1";"303";"";"0000-00-00 00:00:00";"Herengracht 318";"1016CE";"";"POINT(4.88645870594319 52.3698018497445)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:31";"2016-06-28 12:30:31";"0000-00-00 00:00:00";"Tandarts";"Tandartsen aan de Herengracht (TADH)";"Herengracht";"318";"1016CE";"Amsterdam";"020 751 2717";"";"http://www.tadh.nl";"info@tadh.nl"
"Tandartsencentrum Osdorpplein";"tandartsencentrum_osdorpplein";"1";"303";"";"0000-00-00 00:00:00";"Osdorpplein 367";"1068EV";"";"POINT(4.80376789849494 52.3592310967463)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:31";"2016-06-28 12:30:31";"0000-00-00 00:00:00";"Tandarts";"Tandartsencentrum Osdorpplein";"Osdorpplein";"367";"1068EV";"Amsterdam";"020 610 4611";"";"http://tandartsencentrumosdorpplein.nl/";"tandarts@tandartsencentrumosdorpplein.nl"
"Tandartsengroep Aalsmeerweg";"tandartsengroep_aalsmeerweg";"1";"303";"";"0000-00-00 00:00:00";"Aalsmeerweg 18";"1059AJ";"";"POINT(4.84923552285281 52.35046768013)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:31";"2016-06-28 12:30:31";"0000-00-00 00:00:00";"Tandarts";"Tandartsengroep Aalsmeerweg";"Aalsmeerweg";"18";"1059AJ";"Amsterdam";"020 617 7107";"";"http://www.tandartsengroepaalsmeerweg.nl";""
"Tandartsengroepspraktijk Banne Buiksloot";"tandartsengroepspraktijk_banne_buiksloot";"1";"303";"";"0000-00-00 00:00:00";"Parlevinker 7";"1034PX";"";"POINT(4.92296768771137 52.4113298052294)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:31";"2016-06-28 12:30:31";"0000-00-00 00:00:00";"Tandarts";"Tandartsengroepspraktijk Banne Buiksloot";"Parlevinker";"7";"1034PX";"Amsterdam";"020 633 2601";"";"http://www.gzc-bannebuiksloot.nl/zorgverleners/tandartsen";""
"Tandartsengroepspraktijk Borgerstraat";"tandartsengroepspraktijk_borgerstraat";"1";"303";"";"0000-00-00 00:00:00";"Borgerstraat 52c";"1053PV";"";"POINT(4.86743571031599 52.3654596819649)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:31";"2016-06-28 12:30:31";"0000-00-00 00:00:00";"Tandarts";"Tandartsengroepspraktijk Borgerstraat";"Borgerstraat";"52c";"1053PV";"Amsterdam";"020 616 3035";"020 618 5699";"https://borgerstraat.praktijkinfo.nl";""
"Tandartsengroepspraktijk Van Eesterenlaan";"tandartsengroepspraktijk_van_eesterenlaan";"1";"303";"";"0000-00-00 00:00:00";"C. van Eesterenlaan 303";"1019KT";"";"POINT(4.93891135815704 52.370928806716)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:31";"2016-06-28 12:30:31";"0000-00-00 00:00:00";"Tandarts";"Tandartsengroepspraktijk Van Eesterenlaan";"C. van Eesterenlaan";"303";"1019KT";"Amsterdam";"020 419 6856";"";"http://www.tandartspraktijkcvaneesterenlaan.nl";"info@tandartspraktijkcvaneesterenlaan.nl"
"Tandartsenpraktijk Amsterdam";"tandartsenpraktijk_amsterdam";"1";"303";"";"0000-00-00 00:00:00";"Brouwersgracht 234";"1013HE";"";"POINT(4.88612894840185 52.3820956378319)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:31";"2016-06-28 12:30:31";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Amsterdam";"Brouwersgracht";"234";"1013HE";"Amsterdam";"020 398 3132";"";"http://www.tpamsterdam.nl";"watergraafsmeer@tpamsterdam.nl"
"Tandartsenpraktijk Amsterdam";"tandartsenpraktijk_amsterdam_1";"1";"303";"";"0000-00-00 00:00:00";"Esplanade de Meer 2";"1098WL";"";"POINT(4.94922266715214 52.3438245269517)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:31";"2016-06-28 12:30:31";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Amsterdam";"Esplanade de Meer";"2";"1098WL";"Amsterdam";"020 398 3132";"";"http://www.tpamsterdam.nl";"watergraafsmeer@tpamsterdam.nl"
"Tandartsenpraktijk Amsterdam";"tandartsenpraktijk_amsterdam_2";"1";"303";"";"0000-00-00 00:00:00";"IJburglaan 388";"1086XT";"";"POINT(4.97949580375474 52.3631124245653)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-28 12:30:32";"2016-06-28 12:30:32";"0000-00-00 00:00:00";"Tandarts";"Tandartsenpraktijk Amsterdam";"IJburglaan";"388";"1086XT";"Amsterdam";"020 398 3132";"";"http://www.tpamsterdam.nl";"watergraafsmeer@tpamsterdam.nl"
