"titel";"titel_key";"online_tijdsaspect";"categorie";"externe_id";"datum";"adres";"postcode";"omschrijving";"locatie";"website";"plaats";"textafbeelding";"email";"telefoonnummer";"custom_color";"custom_icon";"custom_extra_title";"iconen_id";"date_created";"date_modified";"datum_eind";"type";"instelling";"straat";"huisnummer";"postcode_2";"plaats_2";"telefoonnummer_2";"fax";"internet";"e-mail"
"Eerstelijnspsychologiepraktijk Bijleveld";"eerstelijnspsychologiepraktijk_bijleveld_1";"1";"235";"";"0000-00-00 00:00:00";"Gerard Doustraat 145";"1073VV";"";"POINT(4.89588406142669 52.3566743207169)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:04";"2016-06-22 14:48:04";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Eerstelijnspsychologiepraktijk Bijleveld";"Gerard Doustraat";"145";"1073VV";"Amsterdam";"06 4704 4525";"";"http://www.annemiekebijleveld.nl";"info@annemiekebijleveld.nl"
"EFT relatie therapie & Zijnsorientatie Amsterdam Centrum";"eft_relatie_therapie_zijnsorientatie_amsterdam_centrum";"1";"235";"";"0000-00-00 00:00:00";"Prinsengracht 471";"1016HP";"";"POINT(4.88304994965762 52.3699941016887)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:04";"2016-06-22 14:48:04";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"EFT relatie therapie & Zijnsorientatie Amsterdam Centrum";"Prinsengracht";"471";"1016HP";"Amsterdam";"020 421 1833";"";"http://www.leveninverbondenheid.nl";""
"Gestaltpraktijk Amsterdam";"gestaltpraktijk_amsterdam_1";"1";"235";"";"0000-00-00 00:00:00";"Lijnbaansgracht 67";"1015GW";"";"POINT(4.88258266517885 52.3826737676468)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:05";"2016-06-22 14:48:05";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Gestaltpraktijk Amsterdam";"Lijnbaansgracht";"67";"1015GW";"Amsterdam";"06 1293 0124";"";"http://www.gestaltpraktijkamsterdam.nl";"info@gestaltpraktijkamsterdam.nl"
"Gestaltpraktijk Bloemgracht";"gestaltpraktijk_bloemgracht_1";"1";"235";"";"0000-00-00 00:00:00";"Bloemgracht 79";"1016KG";"";"POINT(4.88005068142241 52.3743328399239)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:05";"2016-06-22 14:48:05";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Gestaltpraktijk Bloemgracht";"Bloemgracht";"79";"1016KG";"Amsterdam";"";"";"http://www.gestalttherapiebloemgracht.nl/";"marianpeereboom@gmail.com"
"GGZ inGeest Poliklinieken";"ggz_ingeest_poliklinieken_4";"1";"235";"";"0000-00-00 00:00:00";"Amstelveenseweg 589";"1081JC";"";"POINT(4.85866599196468 52.333792887622)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:05";"2016-06-22 14:48:05";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"GGZ inGeest Poliklinieken";"Amstelveenseweg";"589";"1081JC";"Amsterdam";"020 788 5000";"";"http://www.ggzingeest.nl";""
"GGZ inGeest Poliklinieken";"ggz_ingeest_poliklinieken_5";"1";"235";"";"0000-00-00 00:00:00";"Arent Janszoon Ernststraat 1187";"1081HL";"";"POINT(4.86480752128682 52.3317979058113)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:05";"2016-06-22 14:48:05";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"GGZ inGeest Poliklinieken";"Arent Janszoon Ernststraat";"1187";"1081HL";"Amsterdam";"020 788 5000";"";"http://www.ggzingeest.nl";""
"Hiv Vereniging Nederland";"hiv_vereniging_nederland";"1";"235";"";"0000-00-00 00:00:00";"Eerste Helmersstraat 17";"1054CX";"";"POINT(4.87720230168246 52.3639203161796)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:05";"2016-06-22 14:48:05";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Hiv Vereniging Nederland";"Eerste Helmersstraat";"17";"1054CX";"Amsterdam";"020 616 0160";"020 616 1200";"http://www.hivnet.org";"info@hivnet.org"
"Homogroep Buitenveldert";"homogroep_buitenveldert";"1";"235";"";"0000-00-00 00:00:00";"Arent Janszoon Ernststraat 112";"1082LP";"";"POINT(4.87822550674615 52.3323147607255)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:05";"2016-06-22 14:48:05";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Homogroep Buitenveldert";"Arent Janszoon Ernststraat";"112";"1082LP";"Amsterdam";"020 644 5880";"";"http://homogroep.blogspot.com";""
"Huisarts aan de Prinsengracht";"huisarts_aan_de_prinsengracht_2";"1";"235";"";"0000-00-00 00:00:00";"Prinsengracht 762";"1017LD";"";"POINT(4.89704886910981 52.3615235365628)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:05";"2016-06-22 14:48:05";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Huisarts aan de Prinsengracht";"Prinsengracht";"762";"1017LD";"Amsterdam";"020 622 7881";"";"http://www.huisartsaandeprinsengracht.nl";""
"Huisarts Amsterdam Oost";"huisarts_amsterdam_oost";"1";"235";"";"0000-00-00 00:00:00";"Vrolikstraat 191";"1091TW";"";"POINT(4.91426234999649 52.3552899971377)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:05";"2016-06-22 14:48:05";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Huisarts Amsterdam Oost";"Vrolikstraat";"191";"1091TW";"Amsterdam";"020 665 3273";"";"http://www.huisartsamsterdamoost.nl";""
"Huisartsen Vrolikstraat";"huisartsen_vrolikstraat_1";"1";"235";"";"0000-00-00 00:00:00";"Vrolikstraat 191";"1091TW";"";"POINT(4.91426234999649 52.3552899971377)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:05";"2016-06-22 14:48:05";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Huisartsen Vrolikstraat";"Vrolikstraat";"191";"1091TW";"Amsterdam";"020 693 8577";"020 665 6489";"http://www.huisartsenvrolikstraat.nl";"info@huisartsenvrolikstraat.nl"
"Huisartsenpraktijk Bos en Lommer";"huisartsenpraktijk_bos_en_lommer";"1";"235";"";"0000-00-00 00:00:00";"Bos en Lommerplein 73";"1055AD";"";"POINT(4.84589593848699 52.377586482582)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:05";"2016-06-22 14:48:05";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Huisartsenpraktijk Bos en Lommer";"Bos en Lommerplein";"73";"1055AD";"Amsterdam";"020 684 7706";"020 682 9246";"http://www.hpbl.nl";""
"Huisartsenpraktijk Buijs en Windhausen";"huisartsenpraktijk_buijs_en_windhausen_1";"1";"235";"";"0000-00-00 00:00:00";"Loenermark 162";"1025SP";"";"POINT(4.93022995325319 52.3983259763612)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:06";"2016-06-22 14:48:06";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Huisartsenpraktijk Buijs en Windhausen";"Loenermark";"162";"1025SP";"Amsterdam";"020 494 0925";"020 494 0926";"";""
"Huisartsenpraktijk Grooff";"huisartsenpraktijk_grooff_1";"1";"235";"";"0000-00-00 00:00:00";"Laagte Kadijk 146";"1018ZD";"";"POINT(4.91463034815041 52.3689829211309)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:06";"2016-06-22 14:48:06";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Huisartsenpraktijk Grooff";"Laagte Kadijk";"146";"1018ZD";"Amsterdam";"020 620 8074";"020 638 8166";"http://www.huisartsgrooff.nl";"huisartsgrooff@hotmail.com"
"Huisartsenpraktijk Heijnen en De Meij";"huisartsenpraktijk_heijnen_en_de_meij_1";"1";"235";"";"0000-00-00 00:00:00";"Oudezijds Voorburgwal 151";"1012ES";"";"POINT(4.8967831614502 52.3722807335474)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:06";"2016-06-22 14:48:06";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Huisartsenpraktijk Heijnen en De Meij";"Oudezijds Voorburgwal";"151";"1012ES";"Amsterdam";"020 622 7471";"";"https://heijnendemeij.zorgrotonde.net/";"info@oudezijds151.nl"
"Huisartsenpraktijk Jonker en Koetsier";"huisartsenpraktijk_jonker_en_koetsier_1";"1";"235";"";"0000-00-00 00:00:00";"Beverwijkstraat 9";"1024VL";"";"POINT(4.9554494917273 52.3936400584394)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:06";"2016-06-22 14:48:06";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Huisartsenpraktijk Jonker en Koetsier";"Beverwijkstraat";"9";"1024VL";"Amsterdam";"020 636 0086";"020 632 3668";"http://www.jonkerkoetsier.nl";"info@jonkerkoetsier.nl"
"Huisartsenpraktijk Oud";"huisartsenpraktijk_oud_2";"1";"235";"";"0000-00-00 00:00:00";"Merwedeplein 52";"1078NG";"";"POINT(4.90021364940399 52.3460417358658)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:06";"2016-06-22 14:48:06";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Huisartsenpraktijk Oud";"Merwedeplein";"52";"1078NG";"Amsterdam";"020 664 2197";"";"http://www.huisartsoud.com";""
"Huisartsenpraktijk Rustenburgerstraat";"huisartsenpraktijk_rustenburgerstraat_6";"1";"235";"";"0000-00-00 00:00:00";"Rustenburgerstraat 144";"1073GJ";"";"POINT(4.9001101393223 52.3528000954048)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:06";"2016-06-22 14:48:06";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Huisartsenpraktijk Rustenburgerstraat";"Rustenburgerstraat";"144";"1073GJ";"Amsterdam";"020 679 0109";"020 675 6955";"http://www.huisartsenrustenburg.nl";"huisartsenrustenburg@xs4all.nl"
"Hypnotherapiepraktijk Wim Kijne";"hypnotherapiepraktijk_wim_kijne";"1";"235";"";"0000-00-00 00:00:00";"Bilderdijkstraat 165";"1053KP";"";"POINT(4.87198820939063 52.3678972812344)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:06";"2016-06-22 14:48:06";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Hypnotherapiepraktijk Wim Kijne";"Bilderdijkstraat";"165";"1053KP";"Amsterdam";"";"";"http://www.hemi-medi.nl";"therapie@hemi-medi.nl"
"Hypnotherapiepraktijk Wim Kijne";"hypnotherapiepraktijk_wim_kijne_1";"1";"235";"";"0000-00-00 00:00:00";"Solebaystraat 3";"1055ZH";"";"POINT(4.85360358674513 52.3826815525289)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:06";"2016-06-22 14:48:06";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Hypnotherapiepraktijk Wim Kijne";"Solebaystraat";"3";"1055ZH";"Amsterdam";"";"";"http://www.hemi-medi.nl";"therapie@hemi-medi.nl"
"In Transit, Coaching & Zingeving";"in_transit_coaching_zingeving";"1";"235";"";"0000-00-00 00:00:00";"Vlaardingenlaan 9e";"1059GL";"";"POINT(4.8434296611728 52.3463606953857)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:06";"2016-06-22 14:48:06";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"In Transit, Coaching & Zingeving";"Vlaardingenlaan";"9e";"1059GL";"Amsterdam";"06 4454 4186";"";"http://www.intransitcoaching.nl";"marjo@intransitcoaching.nl"
"LA Rieshuis";"la_rieshuis_2";"1";"235";"";"0000-00-00 00:00:00";"Vinkenstraat 175";"1013JR";"";"POINT(4.88433471579719 52.3835979652873)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:06";"2016-06-22 14:48:06";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"LA Rieshuis";"Vinkenstraat";"175";"1013JR";"Amsterdam";"020 330 7563";"";"http://www.amstelring.nl";"oudroze@amstelring.nl"
"Medisch Centrum Czaar Peter";"medisch_centrum_czaar_peter_2";"1";"235";"";"0000-00-00 00:00:00";"Czaar Peterstraat 8";"1018PR";"";"POINT(4.92707256261962 52.3684477273567)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:07";"2016-06-22 14:48:07";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Medisch Centrum Czaar Peter";"Czaar Peterstraat";"8";"1018PR";"Amsterdam";"020 622 4099";"020 638 0570";"http://www.medischcentrumczaarpeter.nl";""
"Nederlandse Stichting Gestalt";"nederlandse_stichting_gestalt_2";"1";"235";"";"0000-00-00 00:00:00";"Oudezijds Kolk 13";"1012AL";"";"POINT(4.90107514133759 52.3759204762515)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:07";"2016-06-22 14:48:07";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Nederlandse Stichting Gestalt";"Oudezijds Kolk";"13";"1012AL";"Amsterdam";"06 3018 8980";"";"http://www.nsgestalt.nl";"info@nsgestalt.nl"
"Patiëntenorganisatie Transvisie";"patientenorganisatie_transvisie";"1";"235";"";"0000-00-00 00:00:00";"Weteringschans 259";"1017XJ";"";"POINT(4.89664490710315 52.3595535507462)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:07";"2016-06-22 14:48:07";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Patiëntenorganisatie Transvisie";"Weteringschans";"259";"1017XJ";"Amsterdam";"020 205 0914";"";"http://www.transvisie.nl";"secretariaat@transvisie.nu"
"Persoonsgerichte coaching en advies Marten Bos";"persoonsgerichte_coaching_en_advies_marten_bos";"1";"235";"";"0000-00-00 00:00:00";"R.J.H. Fortuynstraat 27";"1019WJ";"";"POINT(4.94615497433767 52.3719536421817)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:07";"2016-06-22 14:48:07";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Persoonsgerichte coaching en advies Marten Bos";"R.J.H. Fortuynstraat";"27";"1019WJ";"Amsterdam";"06 2164 2597";"";"http://www.martenbos.nl";"marten@martenbos.nl"
"Praktijk voor moderne hypnotheraptie en counseling";"praktijk_voor_moderne_hypnotheraptie_en_counseling";"1";"235";"";"0000-00-00 00:00:00";"Egidiusstraat 3";"1055GK";"";"POINT(4.85273262134446 52.3769524467572)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:07";"2016-06-22 14:48:07";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Praktijk voor moderne hypnotheraptie en counseling";"Egidiusstraat";"3";"1055GK";"Amsterdam";"06 1256 0631";"";"http://www.modernehypnotherapie.nl";"justin@modernehypnotherapie.nl"
"Praktijk voor psychotherapie Borgerdijn";"praktijk_voor_psychotherapie_borgerdijn_1";"1";"235";"";"0000-00-00 00:00:00";"Belgi&#235;plein 62";"1066SC";"";"POINT(4.81181142600341 52.3457348452527)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:08";"2016-06-22 14:48:08";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Praktijk voor psychotherapie Borgerdijn";"Belgi&#235;plein";"62";"1066SC";"Amsterdam";"020 644 5658";"";"http://www.nickborgerdijn.nl";"info@nickborgerdijn.nl"
"Praktijk voor therapie en coaching Prisma";"praktijk_voor_therapie_en_coaching_prisma_2";"1";"235";"";"0000-00-00 00:00:00";"Koninginneweg 162";"1075EG";"";"POINT(4.86048135883526 52.3526753239009)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:08";"2016-06-22 14:48:08";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Praktijk voor therapie en coaching Prisma";"Koninginneweg";"162";"1075EG";"Amsterdam";"06 2060 9208";"";"http://www.prisma-praktijk.nl";"amsterdam@prisma-praktijk.nl"
"PS Praktijk Seksuologie";"ps_praktijk_seksuologie";"1";"235";"";"0000-00-00 00:00:00";"WG-plein 172";"1054SC";"";"POINT(4.87053260461939 52.3642868564831)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:08";"2016-06-22 14:48:08";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"PS Praktijk Seksuologie";"WG-plein";"172";"1054SC";"Amsterdam";"020 689 5070";"";"http://www.seksuologen.nl";""
"Psychiatrie- en psychotherapiepraktijk Hettinga";"psychiatrie_en_psychotherapiepraktijk_hettinga_2";"1";"235";"";"0000-00-00 00:00:00";"Keizersgracht 810";"1017ED";"";"POINT(4.90055995720671 52.3639826820487)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:08";"2016-06-22 14:48:08";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Psychiatrie- en psychotherapiepraktijk Hettinga";"Keizersgracht";"810";"1017ED";"Amsterdam";"020 624 0255";"";"";"nfj.hettinga@wxs.nl"
"Psychiatriepraktijk Prins";"psychiatriepraktijk_prins_2";"1";"235";"";"0000-00-00 00:00:00";"Spinozastraat 3";"1018HD";"";"POINT(4.90912278001029 52.3609347825002)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:08";"2016-06-22 14:48:08";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Psychiatriepraktijk Prins";"Spinozastraat";"3";"1018HD";"Amsterdam";"020 622 8262";"";"";"pgprinspsychiater@xs4all.nl"
"Psychiatriepraktijk Stortelder";"psychiatriepraktijk_stortelder_1";"1";"235";"";"0000-00-00 00:00:00";"Keizersgracht 615";"1017DS";"";"POINT(4.8936013189139 52.3639448862348)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:08";"2016-06-22 14:48:08";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Psychiatriepraktijk Stortelder";"Keizersgracht";"615";"1017DS";"Amsterdam";"06 1354 5142";"";"http://www.psychiaterstortelder.nl";"info@psychiaterstortelder"
"Psychiatriepraktijk Van der Plaats";"psychiatriepraktijk_van_der_plaats_1";"1";"235";"";"0000-00-00 00:00:00";"Valeriusstraat 103";"1075EP";"";"POINT(4.86729504562484 52.3536581508939)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:08";"2016-06-22 14:48:08";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Psychiatriepraktijk Van der Plaats";"Valeriusstraat";"103";"1075EP";"Amsterdam";"020 662 8773";"";"";"wimplaats@planet.nl"
"Psychiatriepraktijk Van Ham";"psychiatriepraktijk_van_ham_1";"1";"235";"";"0000-00-00 00:00:00";"Maarten Jansz. Kosterstraat 13";"1017VX";"";"POINT(4.90191859153269 52.3605729243724)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:09";"2016-06-22 14:48:09";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Psychiatriepraktijk Van Ham";"Maarten Jansz. Kosterstraat";"13";"1017VX";"Amsterdam";"020 638 8944";"";"http://www.pietheinvanham.nl";"phvnham@xs4all.nl"
"Psychiatriepraktijk Wasmann";"psychiatriepraktijk_wasmann_1";"1";"235";"";"0000-00-00 00:00:00";"Saxen-Weimarlaan 38";"1075CD";"";"POINT(4.85677940700581 52.3529374132158)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:09";"2016-06-22 14:48:09";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Psychiatriepraktijk Wasmann";"Saxen-Weimarlaan";"38";"1075CD";"Amsterdam";"020 673 2164";"";"http://www.efjwasmann.nl";""
"Psychologenpraktijk Brainfact";"psychologenpraktijk_brainfact_1";"1";"235";"";"0000-00-00 00:00:00";"Nieuwe Keizersgracht 58";"1018DT";"";"POINT(4.90476487350719 52.3647818230466)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:09";"2016-06-22 14:48:09";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Psychologenpraktijk Brainfact";"Nieuwe Keizersgracht";"58";"1018DT";"Amsterdam";"06 1468 3561";"";"http://www.brainfact.nl";"info@brainfact.nl"
"Psychologenpraktijk Maasen";"psychologenpraktijk_maasen_2";"1";"235";"";"0000-00-00 00:00:00";"Hartenstraat 31";"1016CA";"";"POINT(4.88559404273658 52.3722518362472)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:09";"2016-06-22 14:48:09";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Psychologenpraktijk Maasen";"Hartenstraat";"31";"1016CA";"Amsterdam";"";"";"http://www.homopsycholoog.nl";"info@homopsycholoog.nl"
"Psychologenpraktijk Staudenmayr";"psychologenpraktijk_staudenmayr_2";"1";"235";"";"0000-00-00 00:00:00";"Domselaerstraat 30";"1093MA";"";"POINT(4.92676838595457 52.3595577043237)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-06-22 14:48:09";"2016-06-22 14:48:09";"0000-00-00 00:00:00";"Homospecifieke hulpverlening";"Psychologenpraktijk Staudenmayr";"Domselaerstraat";"30";"1093MA";"Amsterdam";"020 463 1633";"";"http://www.centrumibt.nl";"gaby.staudenmayr@planet.nl"
