"titel";"titel_key";"online_tijdsaspect";"categorie";"externe_id";"datum";"adres";"postcode";"omschrijving";"locatie";"website";"plaats";"textafbeelding";"email";"telefoonnummer";"custom_color";"custom_icon";"custom_extra_title";"iconen_id";"date_created";"date_modified";"datum_eind";"type";"instelling";"straat";"huisnummer";"postcode_2";"plaats_2";"telefoonnummer_2";"fax";"internet";"e-mail"
"Altra Onderwijs";"altra_onderwijs_2";"1";"246";"";"0000-00-00 00:00:00";"Konijnenstraat 7";"1016SL";"";"POINT(4.88177411728941 52.3711390903422)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:01";"2016-04-22 16:57:01";"0000-00-00 00:00:00";"Jeugdhulpverlening";"Altra Onderwijs";"Konijnenstraat";"7";"1016SL";"Amsterdam";"06 5331 3885";"";"http://www.altra.nl";"info@altra.nl"
"Altra Onderwijs";"altra_onderwijs_3";"1";"246";"";"0000-00-00 00:00:00";"Kortvoort 60";"1104NB";"";"POINT(4.97058948943957 52.3156442002537)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:01";"2016-04-22 16:57:01";"0000-00-00 00:00:00";"Jeugdhulpverlening";"Altra Onderwijs";"Kortvoort";"60";"1104NB";"Amsterdam";"06 5331 3885";"";"http://www.altra.nl";"info@altra.nl"
"Altra Onderwijs";"altra_onderwijs_4";"1";"246";"";"0000-00-00 00:00:00";"Purmerweg 116";"1023BB";"";"POINT(4.94797698354216 52.3896301607576)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:01";"2016-04-22 16:57:01";"0000-00-00 00:00:00";"Jeugdhulpverlening";"Altra Onderwijs";"Purmerweg";"116";"1023BB";"Amsterdam";"06 5331 3885";"";"http://www.altra.nl";"info@altra.nl"
"Altra Onderwijs";"altra_onderwijs_5";"1";"246";"";"0000-00-00 00:00:00";"Tafelbergweg 8";"1105BN";"";"POINT(4.94735803554038 52.2920659981719)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:01";"2016-04-22 16:57:01";"0000-00-00 00:00:00";"Jeugdhulpverlening";"Altra Onderwijs";"Tafelbergweg";"8";"1105BN";"Amsterdam";"06 5331 3885";"";"http://www.altra.nl";"info@altra.nl"
"Altra onderwijs & jeugdhulp (hoofdkantoor)";"altra_onderwijs_jeugdhulp_hoofdkantoor";"1";"246";"";"0000-00-00 00:00:00";"Rode Kruisstraat 35";"1025KM";"";"POINT(4.93149007223425 52.3943762676545)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:02";"2016-04-22 16:57:02";"0000-00-00 00:00:00";"Jeugdhulpverlening";"Altra onderwijs & jeugdhulp (hoofdkantoor)";"Rode Kruisstraat";"35";"1025KM";"Amsterdam";"020 555 8333";"";"http://www.altra.nl";"info@altra.nl"
"Ambulant Team gezinnen HVO-Querido";"ambulant_team_gezinnen_hvo_querido";"1";"246";"";"0000-00-00 00:00:00";"Roggeveenstraat 8";"1013PV";"";"POINT(4.8879084680284 52.3897157254719)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:02";"2016-04-22 16:57:02";"0000-00-00 00:00:00";"Jeugdhulpverlening";"Ambulant Team gezinnen HVO-Querido";"Roggeveenstraat";"8";"1013PV";"Amsterdam";"020 626 3800";"";"http://www.hvoquerido.nl/";""
"Ambulant Team Jongeren HVO-Querido";"ambulant_team_jongeren_hvo_querido";"1";"246";"";"0000-00-00 00:00:00";"Johan Huizingalaan 126";"1065JE";"";"POINT(4.82683380111803 52.3601154834516)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:02";"2016-04-22 16:57:02";"0000-00-00 00:00:00";"Jeugdhulpverlening";"Ambulant Team Jongeren HVO-Querido";"Johan Huizingalaan";"126";"1065JE";"Amsterdam";"020 346 8920";"";"http://www.hvoquerido.nl/";""
"Ambulant Team Jongeren HVO-Querido";"ambulant_team_jongeren_hvo_querido_1";"1";"246";"";"0000-00-00 00:00:00";"Leeuwendalerspad 20";"1055JG";"";"POINT(4.84654527611202 52.3797375158831)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:02";"2016-04-22 16:57:02";"0000-00-00 00:00:00";"Jeugdhulpverlening";"Ambulant Team Jongeren HVO-Querido";"Leeuwendalerspad";"20";"1055JG";"Amsterdam";"020 346 8920";"";"http://www.hvoquerido.nl/";""
"Ambulant Team Jongeren HVO-Querido";"ambulant_team_jongeren_hvo_querido_2";"1";"246";"";"0000-00-00 00:00:00";"Lizzy Ansinghstraat 163";"1072RG";"";"POINT(4.89438427770054 52.3500228188316)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:02";"2016-04-22 16:57:02";"0000-00-00 00:00:00";"Jeugdhulpverlening";"Ambulant Team Jongeren HVO-Querido";"Lizzy Ansinghstraat";"163";"1072RG";"Amsterdam";"020 346 8920";"";"http://www.hvoquerido.nl/";""
"Amsterdams Centrum voor Familietherapie";"amsterdams_centrum_voor_familietherapie";"1";"246";"";"0000-00-00 00:00:00";"WG-plein 121";"1054SC";"";"POINT(4.87087005705096 52.3643063041892)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:02";"2016-04-22 16:57:02";"0000-00-00 00:00:00";"Jeugdhulpverlening";"Amsterdams Centrum voor Familietherapie";"WG-plein";"121";"1054SC";"Amsterdam";"";"";"http://www.centrumfamilietherapie.com/";"acft@me.com"
"Amsterdams Instituut voor Gezins- en Relatietherapie";"amsterdams_instituut_voor_gezins_en_relatietherapie";"1";"246";"";"0000-00-00 00:00:00";"Prinsengracht 993";"1017KM";"";"POINT(4.8936213151035 52.3621474244087)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:02";"2016-04-22 16:57:02";"0000-00-00 00:00:00";"Jeugdhulpverlening";"Amsterdams Instituut voor Gezins- en Relatietherapie";"Prinsengracht";"993";"1017KM";"Amsterdam";"020 612 2065";"020 330 4390";"http://www.aigr.nl";"info@aigr.nl"
"Attie's praktijk, integratieve kindertherapie";"attie_s_praktijk_integratieve_kindertherapie";"1";"246";"";"0000-00-00 00:00:00";"Pracanalaan 70";"1060RC";"";"POINT(4.78028350029646 52.3471502310115)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:02";"2016-04-22 16:57:02";"0000-00-00 00:00:00";"Jeugdhulpverlening";"Attie's praktijk, integratieve kindertherapie";"Pracanalaan";"70";"1060RC";"Amsterdam";"06 5343 8673";"";"http://www.attiespraktijk.nl";"attie@attiespraktijk.nl"
"Balans, afdeling Groot Amsterdam";"balans_afdeling_groot_amsterdam";"1";"246";"";"0000-00-00 00:00:00";"Weltevreden 4";"3731AL";"";"POINT(5.17045597088503 52.1097908462335)";"";"De Bilt";"";"";"";"";"";"";"0";"2016-04-22 16:57:02";"2016-04-22 16:57:02";"0000-00-00 00:00:00";"Jeugdhulpverlening";"Balans, afdeling Groot Amsterdam";"Weltevreden";"4";"3731AL";"De Bilt";"0900 202 0065";"";"http://www.balansdigitaal.nl/data/regios/groot-amsterdam/";"groot.amsterdam@balansregionaal.nl"
"Buro Bloei";"buro_bloei";"1";"246";"";"0000-00-00 00:00:00";"Roemer Visscherstraat 42";"1054EZ";"";"POINT(4.8765126304017 52.361337862629)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:02";"2016-04-22 16:57:02";"0000-00-00 00:00:00";"Jeugdhulpverlening";"Buro Bloei";"Roemer Visscherstraat";"42";"1054EZ";"Amsterdam";"020 337 4478";"";"http://www.buro-bloei.nl";"info@buro-bloei.nl"
"Care Express";"care_express";"1";"246";"";"0000-00-00 00:00:00";"Nassaukade 162";"1053LL";"";"POINT(4.87419882495716 52.3709986581978)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:03";"2016-04-22 16:57:03";"0000-00-00 00:00:00";"Jeugdhulpverlening";"Care Express";"Nassaukade";"162";"1053LL";"Amsterdam";"020 489 6153";"";"http://www.care-express.nl";"amsterdam@care-express.nl"
"Carehouse";"carehouse";"1";"246";"";"0000-00-00 00:00:00";"Maria Austriastraat 640";"1087JC";"";"POINT(4.99871386805544 52.3546836871764)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:03";"2016-04-22 16:57:03";"0000-00-00 00:00:00";"Jeugdhulpverlening";"Carehouse";"Maria Austriastraat";"640";"1087JC";"Amsterdam";"020 682 9556";"";"http://www.carehouse.nl";""
"Centrum GGZ Keizersgracht";"centrum_ggz_keizersgracht";"1";"246";"";"0000-00-00 00:00:00";"Keizersgracht 174";"1016DW";"";"POINT(4.88547107213699 52.3753341002178)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:03";"2016-04-22 16:57:03";"0000-00-00 00:00:00";"Jeugdhulpverlening";"Centrum GGZ Keizersgracht";"Keizersgracht";"174";"1016DW";"Amsterdam";"020 627 3557";"020 622 6257";"http://www.ggzkeizersgracht.nl";"secretariaat@ggzkeizersgracht.nl"
"Communicatie- en sociale weerbaarheidstraining voor kinderen Ziezo";"communicatie_en_sociale_weerbaarheidstraining_voor_kinderen_ziezo";"1";"246";"";"0000-00-00 00:00:00";"Cannenburg 7";"1081GT";"";"POINT(4.86769665096299 52.330633224058)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:03";"2016-04-22 16:57:03";"0000-00-00 00:00:00";"Jeugdhulpverlening";"Communicatie- en sociale weerbaarheidstraining voor kinderen Ziezo";"Cannenburg";"7";"1081GT";"Amsterdam";"020 442 2996";"";"http://www.ziezo-samen.nl";"info@ziezo-samen.nl"
"de Bascule";"de_bascule";"1";"246";"";"0000-00-00 00:00:00";"Rijksstraatweg 145";"1115AP";"";"POINT(4.94007633043121 52.3287913582794)";"";"Duivendrecht";"";"";"";"";"";"";"0";"2016-04-22 16:57:03";"2016-04-22 16:57:03";"0000-00-00 00:00:00";"Jeugdhulpverlening";"de Bascule";"Rijksstraatweg";"145";"1115AP";"Duivendrecht";"020 890 1900";"";"http://www.debascule.com";"info@debascule.com"
"de Bascule Afdeling Emotionele Stoornissen";"de_bascule_afdeling_emotionele_stoornissen";"1";"246";"";"0000-00-00 00:00:00";"Meibergdreef 5";"1105AZ";"";"POINT(4.95463372502532 52.2945195450132)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:03";"2016-04-22 16:57:03";"0000-00-00 00:00:00";"Jeugdhulpverlening";"de Bascule Afdeling Emotionele Stoornissen";"Meibergdreef";"5";"1105AZ";"Amsterdam";"020 890 1000";"";"http://www.debascule.com";"info@debascule.com"
"de Bascule Afdeling Emotionele Stoornissen";"de_bascule_afdeling_emotionele_stoornissen_1";"1";"246";"";"0000-00-00 00:00:00";"Rijksstraatweg 145";"1115AP";"";"POINT(4.94007633043121 52.3287913582794)";"";"Duivendrecht";"";"";"";"";"";"";"0";"2016-04-22 16:57:03";"2016-04-22 16:57:03";"0000-00-00 00:00:00";"Jeugdhulpverlening";"de Bascule Afdeling Emotionele Stoornissen";"Rijksstraatweg";"145";"1115AP";"Duivendrecht";"020 890 1900";"";"http://www.debascule.com";"info@debascule.com"
"de Bascule Autisme en Psychosen";"de_bascule_autisme_en_psychosen";"1";"246";"";"0000-00-00 00:00:00";"Herman Poortstraat 17";"1064BR";"";"POINT(4.83154489194645 52.3766302218582)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:03";"2016-04-22 16:57:03";"0000-00-00 00:00:00";"Jeugdhulpverlening";"de Bascule Autisme en Psychosen";"Herman Poortstraat";"17";"1064BR";"Amsterdam";"020 890 1900";"";"http://www.debascule.com";"info@debascule.com"
"de Bascule Autisme en Psychosen";"de_bascule_autisme_en_psychosen_1";"1";"246";"";"0000-00-00 00:00:00";"Meibergdreef 5";"1105AZ";"";"POINT(4.95463372502532 52.2945195450132)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:03";"2016-04-22 16:57:03";"0000-00-00 00:00:00";"Jeugdhulpverlening";"de Bascule Autisme en Psychosen";"Meibergdreef";"5";"1105AZ";"Amsterdam";"020 890 1000";"";"http://www.debascule.com";"info@debascule.com"
"de Bascule Autisme en Psychosen";"de_bascule_autisme_en_psychosen_2";"1";"246";"";"0000-00-00 00:00:00";"Rijksstraatweg 145";"1115AP";"";"POINT(4.94007633043121 52.3287913582794)";"";"Duivendrecht";"";"";"";"";"";"";"0";"2016-04-22 16:57:03";"2016-04-22 16:57:03";"0000-00-00 00:00:00";"Jeugdhulpverlening";"de Bascule Autisme en Psychosen";"Rijksstraatweg";"145";"1115AP";"Duivendrecht";"020 890 1900";"";"http://www.debascule.com";"info@debascule.com"
"de Bascule Autisme en Psychosen";"de_bascule_autisme_en_psychosen_3";"1";"246";"";"0000-00-00 00:00:00";"Tafelbergweg 23";"1105BC";"";"POINT(4.95390204439614 52.2898791528339)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:03";"2016-04-22 16:57:03";"0000-00-00 00:00:00";"Jeugdhulpverlening";"de Bascule Autisme en Psychosen";"Tafelbergweg";"23";"1105BC";"Amsterdam";"020 890 1900";"";"http://www.debascule.com";"info@debascule.com"
"de Bascule Centrum Complexe Gedragsstoornissen en Forensische Jeugdpsychiatrie";"de_bascule_centrum_complexe_gedragsstoornissen_en_forensische_jeugdpsychiatrie";"1";"246";"";"0000-00-00 00:00:00";"Johan Braakensiekhof 31";"1068KK";"";"POINT(4.81497065093984 52.3522573308916)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:04";"2016-04-22 16:57:04";"0000-00-00 00:00:00";"Jeugdhulpverlening";"de Bascule Centrum Complexe Gedragsstoornissen en Forensische Jeugdpsychiatrie";"Johan Braakensiekhof";"31";"1068KK";"Amsterdam";"020 890 1900";"";"http://www.debascule.com";"info@debascule.com"
"de Bascule Centrum Complexe Gedragsstoornissen en Forensische Jeugdpsychiatrie";"de_bascule_centrum_complexe_gedragsstoornissen_en_forensische_jeugdpsychiatrie_1";"1";"246";"";"0000-00-00 00:00:00";"Meibergdreef 5";"1105AZ";"";"POINT(4.95463372502532 52.2945195450132)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:04";"2016-04-22 16:57:04";"0000-00-00 00:00:00";"Jeugdhulpverlening";"de Bascule Centrum Complexe Gedragsstoornissen en Forensische Jeugdpsychiatrie";"Meibergdreef";"5";"1105AZ";"Amsterdam";"020 890 1900";"";"http://www.debascule.com";"info@debascule.com"
"de Bascule Centrum Complexe Gedragsstoornissen en Forensische Jeugdpsychiatrie";"de_bascule_centrum_complexe_gedragsstoornissen_en_forensische_jeugdpsychiatrie_2";"1";"246";"";"0000-00-00 00:00:00";"Rijksstraatweg 145";"1115AP";"";"POINT(4.94007633043121 52.3287913582794)";"";"Duivendrecht";"";"";"";"";"";"";"0";"2016-04-22 16:57:04";"2016-04-22 16:57:04";"0000-00-00 00:00:00";"Jeugdhulpverlening";"de Bascule Centrum Complexe Gedragsstoornissen en Forensische Jeugdpsychiatrie";"Rijksstraatweg";"145";"1115AP";"Duivendrecht";"020 890 1900";"";"http://www.debascule.com";"info@debascule.com"
"de Bascule Centrum Leren en Ontwikkelen";"de_bascule_centrum_leren_en_ontwikkelen";"1";"246";"";"0000-00-00 00:00:00";"Biesbosch 67";"1115HG";"";"POINT(4.94160143355517 52.3271397232119)";"";"Duivendrecht";"";"";"";"";"";"";"0";"2016-04-22 16:57:04";"2016-04-22 16:57:04";"0000-00-00 00:00:00";"Jeugdhulpverlening";"de Bascule Centrum Leren en Ontwikkelen";"Biesbosch";"67";"1115HG";"Duivendrecht";"020 890 1678";"";"http://www.debascule.com";"info@debascule.com"
"de Bascule Centrum Leren en Ontwikkelen";"de_bascule_centrum_leren_en_ontwikkelen_1";"1";"246";"";"0000-00-00 00:00:00";"Kopjachtplein 21";"1034JG";"";"POINT(4.91643648697934 52.4057650845861)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:04";"2016-04-22 16:57:04";"0000-00-00 00:00:00";"Jeugdhulpverlening";"de Bascule Centrum Leren en Ontwikkelen";"Kopjachtplein";"21";"1034JG";"Amsterdam";"020 890 1678";"";"http://www.debascule.com";"info@debascule.com"
"de Bascule Opnamecentrum";"de_bascule_opnamecentrum";"1";"246";"";"0000-00-00 00:00:00";"Meibergdreef 5";"1105AZ";"";"POINT(4.95463372502532 52.2945195450132)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:04";"2016-04-22 16:57:04";"0000-00-00 00:00:00";"Jeugdhulpverlening";"de Bascule Opnamecentrum";"Meibergdreef";"5";"1105AZ";"Amsterdam";"020 890 1900";"";"http://www.debascule.com";"info@debascule.com"
"de Bascule Opnamecentrum";"de_bascule_opnamecentrum_1";"1";"246";"";"0000-00-00 00:00:00";"Rijksstraatweg 145";"1115AP";"";"POINT(4.94007633043121 52.3287913582794)";"";"Duivendrecht";"";"";"";"";"";"";"0";"2016-04-22 16:57:04";"2016-04-22 16:57:04";"0000-00-00 00:00:00";"Jeugdhulpverlening";"de Bascule Opnamecentrum";"Rijksstraatweg";"145";"1115AP";"Duivendrecht";"020 890 1900";"";"http://www.debascule.com";"info@debascule.com"
"de Bascule Scholen voor Speciaal Onderwijs";"de_bascule_scholen_voor_speciaal_onderwijs";"1";"246";"";"0000-00-00 00:00:00";"Rijksstraatweg 145";"1115AP";"";"POINT(4.94007633043121 52.3287913582794)";"";"Duivendrecht";"";"";"";"";"";"";"0";"2016-04-22 16:57:04";"2016-04-22 16:57:04";"0000-00-00 00:00:00";"Jeugdhulpverlening";"de Bascule Scholen voor Speciaal Onderwijs";"Rijksstraatweg";"145";"1115AP";"Duivendrecht";"020 890 1900";"";"http://www.debascule.com";"info@debascule.com"
"de Bascule Stadspoliklinieken";"de_bascule_stadspoliklinieken";"1";"246";"";"0000-00-00 00:00:00";"Czaar Peterstraat 4";"1018PR";"";"POINT(4.92682445379144 52.3683029597381)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:04";"2016-04-22 16:57:04";"0000-00-00 00:00:00";"Jeugdhulpverlening";"de Bascule Stadspoliklinieken";"Czaar Peterstraat";"4";"1018PR";"Amsterdam";"020 890 1901";"";"http://www.debascule.com";"info@debascule.com"
"de Bascule Stadspoliklinieken";"de_bascule_stadspoliklinieken_1";"1";"246";"";"0000-00-00 00:00:00";"Ekingenstraat 72";"1069GV";"";"POINT(4.79661364774696 52.356301547791)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:04";"2016-04-22 16:57:04";"0000-00-00 00:00:00";"Jeugdhulpverlening";"de Bascule Stadspoliklinieken";"Ekingenstraat";"72";"1069GV";"Amsterdam";"020 890 1901";"";"http://www.debascule.com";"info@debascule.com"
"de Bascule Stadspoliklinieken";"de_bascule_stadspoliklinieken_2";"1";"246";"";"0000-00-00 00:00:00";"IJburglaan 727";"1087CH";"";"POINT(4.99130407672333 52.3576610263124)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:04";"2016-04-22 16:57:04";"0000-00-00 00:00:00";"Jeugdhulpverlening";"de Bascule Stadspoliklinieken";"IJburglaan";"727";"1087CH";"Amsterdam";"020 890 1901";"";"http://www.debascule.com";"info@debascule.com"
"de Bascule Stadspoliklinieken";"de_bascule_stadspoliklinieken_3";"1";"246";"";"0000-00-00 00:00:00";"Karel Klinkenbergstraat 40";"1061AN";"";"POINT(4.83594013885941 52.3680225305145)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:05";"2016-04-22 16:57:05";"0000-00-00 00:00:00";"Jeugdhulpverlening";"de Bascule Stadspoliklinieken";"Karel Klinkenbergstraat";"40";"1061AN";"Amsterdam";"020 890 1901";"";"http://www.debascule.com";"info@debascule.com"
"de Bascule Stadspoliklinieken";"de_bascule_stadspoliklinieken_4";"1";"246";"";"0000-00-00 00:00:00";"Parlevinker 7";"1034PX";"";"POINT(4.92296768771137 52.4113298052294)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:05";"2016-04-22 16:57:05";"0000-00-00 00:00:00";"Jeugdhulpverlening";"de Bascule Stadspoliklinieken";"Parlevinker";"7";"1034PX";"Amsterdam";"020 890 1901";"";"http://www.debascule.com";"info@debascule.com"
"de Bascule, Centrum Trauma en Gezin";"de_bascule_centrum_trauma_en_gezin";"1";"246";"";"0000-00-00 00:00:00";"Meibergdreef 5";"1105AZ";"";"POINT(4.95463372502532 52.2945195450132)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:05";"2016-04-22 16:57:05";"0000-00-00 00:00:00";"Jeugdhulpverlening";"de Bascule, Centrum Trauma en Gezin";"Meibergdreef";"5";"1105AZ";"Amsterdam";"020 890 1000";"";"http://www.debascule.com";"cai@debascule.com"
"de Bascule, Centrum Trauma en Gezin";"de_bascule_centrum_trauma_en_gezin_1";"1";"246";"";"0000-00-00 00:00:00";"Rijksstraatweg 145";"1115AP";"";"POINT(4.94007633043121 52.3287913582794)";"";"Duivendrecht";"";"";"";"";"";"";"0";"2016-04-22 16:57:05";"2016-04-22 16:57:05";"0000-00-00 00:00:00";"Jeugdhulpverlening";"de Bascule, Centrum Trauma en Gezin";"Rijksstraatweg";"145";"1115AP";"Duivendrecht";"020 890 1000";"";"http://www.debascule.com";"cai@debascule.com"
"De Koppeling behandelcentrum JeugdzorgPlus";"de_koppeling_behandelcentrum_jeugdzorgplus";"1";"246";"";"0000-00-00 00:00:00";"Tafelbergweg 8";"1105BN";"";"POINT(4.94735803554038 52.2920659981719)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-22 16:57:05";"2016-04-22 16:57:05";"0000-00-00 00:00:00";"Jeugdhulpverlening";"De Koppeling behandelcentrum JeugdzorgPlus";"Tafelbergweg";"8";"1105BN";"Amsterdam";"020 342 8400";"020 342 8499";"http://www.dekoppeling.com";"info@dekoppeling.com"
